"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","participant_id","comprehension_loop1_attempts","info_comprehension_attempts","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","correct_response","response_label","correct","selected","key_press","rt_valid","foil","question_order"
"html-keyboard-response","112","700899","0.0-18.0-0.8-1.8","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","<img src='img/HappyWomanCropped.png' style='max-width:150px; display:block; margin:0 auto 10px;'><p style='font-size:32px'>Correct!</p>","null","","","","","","","","",""
"html-keyboard-response","113","703234","0.0-19.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","38316","","","","","","",""," ","","",""
"image-keyboard-response","114","710254","0.0-20.0-0.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/2.png","null","exposure","","","","","","false","",""
"image-keyboard-response","115","715854","0.0-20.0-0.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","8602","","","exposure","","","",""," ","true","",""
"image-keyboard-response","116","716771","0.0-20.0-0.2","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/4.png","null","exposure","","","","","","false","",""
"image-keyboard-response","117","723282","0.0-20.0-0.3","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/4.png","null","exposure","","","","","","false","",""
"image-keyboard-response","118","729810","0.0-21.0-0.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/GoodSandwich2.png","null","exposure","","","","","","false","",""
"image-keyboard-response","119","736316","0.0-21.0-0.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/Umbrella2.png","null","exposure","","","","","","false","",""
"image-keyboard-response","120","742834","0.0-21.0-0.2","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/Man2.png","null","exposure","","","","","","false","",""
"image-keyboard-response","121","749346","0.0-21.0-0.3","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/Woman2.png","null","exposure","","","","","","false","",""
"image-keyboard-response","122","755864","0.0-22.0-0.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/Woman4.png","null","exposure","","","","","","false","",""
"image-keyboard-response","123","758367","0.0-22.0-0.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","42513","","","exposure","","","",""," ","true","",""
"image-keyboard-response","124","762394","0.0-22.0-0.2","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/GoodSandwich4.png","null","exposure","","","","","","false","",""
"image-keyboard-response","125","765131","0.0-22.0-0.3","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","3938","","","exposure","","","",""," ","true","",""
"image-keyboard-response","126","768907","0.0-23.0-0.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/Man4.png","null","exposure","","","","","","false","",""
"image-keyboard-response","127","770510","0.0-23.0-0.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","3346","","","exposure","","","",""," ","true","",""
"image-keyboard-response","128","773167","0.0-23.0-0.2","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","2657","","","exposure","","","",""," ","false","",""
"image-keyboard-response","129","775434","0.0-23.0-0.3","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","null","img/SmallUmbrella4.png","null","exposure","","","","","","false","",""
"image-keyboard-response","130","777257","0.0-23.0-0.4","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","1712","","","exposure","","","",""," ","false","",""
"image-keyboard-response","131","779113","0.0-23.0-0.5","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","1857","","","exposure","","","",""," ","false","",""
"image-keyboard-response","132","780858","0.0-23.0-0.6","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","1745","","","exposure","","","",""," ","false","",""
"image-keyboard-response","133","781825","0.0-23.0-0.7","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","967","","","exposure","","","",""," ","false","",""
"html-keyboard-response","134","784643","0.0-24.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","2313","
      <p style=""font-size:20px;"">Now you'll be asked to produce your own phrases in Taneg!</p>
      <p style=""font-size:20px;"">Please do your best to convey the meaning in each case, even if you're not sure.</p>
      <p style=""font-size:20px;"">You will not be corrected on this.</p>  
      <p style=""font-size:20px;"">Imagine you're actually interacting with a real speaker! </p>
      <p style=""font-size:20px;""><i>Press any key when you're ready.</i></p>
    "," ","","","","","","","","",""
"html-button-response","135","816881","0.0-25.0-0.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","31227","img/SmallSandwich.png","0","production","teban kas","kas tan","false","","","","",""
"html-button-response","136","838257","0.0-25.0-0.1","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","21373","img/BadSandwich4.png","0","production","kra sebanu turu","kra sebanu turu","true","","","","",""
"html-button-response","137","863559","0.0-25.0-0.2","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","25301","img/GoodSandwich4.png","0","production","kra sebanu tan","kra sebanu","false","","","","",""
"html-button-response","138","876935","0.0-25.0-0.3","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","13375","img/SmallMan.png","0","production","kiv kas","kas pir","false","","","","",""
"html-button-response","139","889855","0.0-25.0-0.4","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","12918","img/Woman2.png","0","production","dew gersu","kers debanu","false","","","","",""
"html-button-response","140","911866","0.0-25.0-0.5","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","22010","img/SmallSandwich4.png","0","production","kra sebanu kas","kas sebanu","false","","","","",""
"html-button-response","141","932714","0.0-25.0-0.6","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","20846","img/BadSandwich2.png","0","production","dew debanu turu","kra sebanu turu","false","","","","",""
"html-button-response","142","956370","0.0-25.0-0.7","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","23655","img/Man4.png","0","production","kra hivu","kra hivu","true","","","","",""
"html-button-response","143","970312","0.0-25.0-0.8","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","13940","img/Man2.png","0","production","dew givu","kra givu","false","","","","",""
"html-button-response","144","999254","0.0-25.0-0.9","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","28941","img/BadUmbrella4.png","0","production","kra filgu turu","dew pilgu pilgu turu","false","","","","",""
"html-button-response","145","1017542","0.0-25.0-0.10","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","18287","img/Woman4.png","0","production","kra hersu","kra hersu","true","","","","",""
"html-button-response","146","1033045","0.0-25.0-0.11","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","15502","img/BigSandwich2.png","0","production","dew debanu pir","kra sebanu pir","false","","","","",""
"html-button-response","147","1048025","0.0-25.0-0.12","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","14978","img/SmallUmbrella2.png","0","production","dew bilgu kas","kra filgu kas","false","","","","",""
"html-button-response","148","1075676","0.0-25.0-0.13","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","27650","img/GoodSandwich.png","0","production","teban tan","dew tebanu turu","false","","","","",""
"html-button-response","149","1103117","0.0-25.0-0.14","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","27438","img/BigUmbrella.png","0","production","pilg bir","dew pilgu pir","false","","","","",""
"html-button-response","150","1115792","0.0-25.0-0.15","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","12674","img/BigWoman.png","0","production","kers bir","kers pir","false","","","","",""
"html-button-response","151","1132615","0.0-25.0-0.16","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","16821","img/BigUmbrella4.png","0","production","kra filgu pir","kra filgu kas","false","","","","",""
"html-button-response","152","1144653","0.0-25.0-0.17","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","12036","img/BadUmbrella.png","0","production","pilg duru","turu","false","","","","",""
"html-button-response","153","1161268","0.0-25.0-0.18","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","16614","img/SmallUmbrella4.png","0","production","kra filgu kas","kra filgu kas","true","","","","",""
"html-button-response","154","1178582","0.0-25.0-0.19","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","17313","img/GoodUmbrella2.png","0","production","dew bilgu tan","kra filgu","false","","","","",""
"html-keyboard-response","155","1181097","0.0-26.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","396454","","","","","","",""," ","","",""
"survey-text","156","1215418","0.0-27.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","32633","","{""languages"":""English, known for 38 years""}","LanguagesSurvey","","","","","","","",""
"survey-likert","157","1220197","0.0-28.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","4748","","{""Q0"":3}","MotivationLikert","","","","","","","","[0]"
"survey-likert","158","1223422","0.0-29.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","3155","","{""Q0"":3}","EngagementLikert","","","","","","","","[0]"
"survey-text","159","1244161","0.0-30.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","20736","","{""feedback"":""learning new words""}","EngagementSurvey","","","","","","","",""
"survey-likert","160","1259394","0.0-31.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","15210","","{""Q0"":4}","DistractionLikert","","","","","","","","[0]"
"survey-text","161","1287209","0.0-32.0","6a0b5972e1eea65713234602","6a42e2df51d202e3a70b4753","6a42e416133b50a330623efb","NonImmersiveDrogek","pnbl9c4685","0","1","","","","","","27810","","{""feedback"":""i didn't switch""}","FeedbackSurvey","","","","","","","",""
